id,name,description,address,locales,website,phone,lat,long,photo,new,secondhand,charity,open,checked,rgl,twitter,elweguardian,leytonstoner,londonist,cgc,londonbooks,tol,bookdealer,reading_matters,blog,topfloorflat,thebookguide,harringayonline,rttimes,bluestocking,bookseller,hornseyroad,hackneycitizen,peckhampeculiar,yelp,deptforddame,getwestlondon,dalemcgowan,dg,londonse1,greenwichphantom,londonstuff,hamhigh,andrewwhitehead,timeout,guardian,robaroundbooks,flickr,bibliophilicblogger,inews,spitalfieldslife,foodiefoodie,secentral,kenningtonrunoff,ft,foodiebugle,lauraashley,pandorian,tiredoflondon,bookloverslondon,abebooks,ianvisits,brockleycentral
offside-books-kilburn,Offside Books,,"92 Willesden Lane, Kilburn, NW6 7TA",,http://www.offsidebooks.com/,,51.540944,-0.20223239,https://www.flickr.com/photos/kake_pugh/16052383778/,true,true,false,true,,,OffSideBooks,,,,,http://londonbooks.tumblr.com/post/123906715931/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old-bookshop-enfield,The Old Bookshop,Open by appointment only.,"36 Gordon Road, EN2 0PZ",,http://www.fjwarnes.co.uk/,,51.660278,-0.082709,,unknown,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old-operating-theatre-bookshops,The Old Operating Theatre Bookshop,Small bookshop attached to the Old Operating Theatre Museum.,"9a St. Thomas's Street, SE1 9RY",,http://oldoperatingtheatre.com/visiting-us/gift-shop,,51.504969,-0.088619784,,true,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open-book-richmond,The Open Book,,"10 King Street, TW9 1ND",,,,51.459888,-0.306823,https://www.flickr.com/photos/kake_pugh/34494453012/,unknown,unknown,false,true,May 2017,,,,,,,http://londonbooks.tumblr.com/post/116801183226/,,,,,,,,,,,,,,http://www.yelp.co.uk/biz/open-book-richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,
osterley-bookshop,Osterley Bookshop,,"Old Railway Station, 168a Thornbury Road, Osterley, TW7 4QE",,,020 8560 6206,51.48312,-0.348108,https://www.flickr.com/photos/kake_pugh/25123462436/,false,true,false,true,February 2016,https://london.randomness.org.uk/wiki.cgi?Osterley_Bookshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
owl-and-pussycat,The Owl and the Pussycat,Children's books.  Closed down around 2014.,"106 Northfield Avenue, W13 9RT",,,,51.502945,-0.316941,https://www.flickr.com/photos/kake_pugh/3668178596/,unknown,unknown,false,false,June 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
owl-bookshop,Owl Bookshop,,"209 Kentish Town Road, NW5 2JU",,,,51.547215,-0.1419,https://www.flickr.com/photos/kake_pugh/8200332731/,unknown,unknown,false,true,October 2017,,OwlBookshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxfam-books-and-music-kentish-town,Oxfam Books and Music (Kentish Town Road),,"166 Kentish Town Road, NW5 2AG.",,,,51.547001,-0.14147,https://www.flickr.com/photos/kake_pugh/8200329747/,unknown,true,true,true,November 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxfam-books-and-music-crouch-end,Oxfam Books and Music (Crouch End),,"22 Park Road, Crouch End, London, N8 8TD",,,020 8347 7942,51.58077,-0.12467,https://www.flickr.com/photos/kake_pugh/9459072973/,unknown,true,true,true,August 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxfam-books-and-music-gloucester-road,Oxfam Books and Music (Gloucester Road),,"46 Gloucester Road, SW7 4QT",,,,51.498123,-0.183849,https://www.flickr.com/photos/kake_pugh/3735230610/,unknown,true,true,true,July 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxfam-books-and-music-islington,Oxfam Books and Music (Islington),,"48 Upper Street, Islington, N1 0PN",,http://www.oxfam.org.uk/shop/local-shops/oxfam-books-music-islington,,51.535108,-0.10455479,https://www.flickr.com/photos/kake_pugh/26446250952/,unknown,true,true,true,April 2016,,OxfamBooksN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxfam-books-and-music-marylebone,Oxfam Books and Music (Marylebone),,"91 Marylebone High Street, W1U 4RB",,http://www.oxfammarylebone.co.uk/,,51.520054,-0.15192,,unknown,unknown,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxfam-bookshop-ealing,Oxfam Bookshop (Ealing),,"1 The Green, W5 5DA",,,,51.51104,-0.305192,https://www.flickr.com/photos/kake_pugh/16683239512/,unknown,unknown,true,true,February 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxfam-bookshop-bloomsbury,Oxfam Bookshop (Bloomsbury),,"12 Bloomsbury Street, WC1B 3QA",,http://oxfambloomsburybooks.wordpress.com/,,51.517605,-0.127394,https://www.flickr.com/photos/kake_pugh/45135846401/,unknown,unknown,true,true,October 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxfam-bookshop-portobello-road,Oxfam Bookshop (Portobello Road),,"170 Portobello Road, W11 2EB",,,,51.515553,-0.204642,,unknown,unknown,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxfam-bookshop-turnham-green,Oxfam Bookshop (Turnham Green),,"90 Turnham Green Terrace, W4 1QN",,,,51.494476,-0.255228,,unknown,unknown,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxfam-bookshop-westminster,Oxfam Bookshop (Westminster),,"34 Strutton Ground, SW1P 2HR",,,,51.496887,-0.133885,,unknown,unknown,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxfam-bookshop-highgate,Oxfam Bookshop (Highgate),,"47 Highgate High Street, N6 5JX",,,,51.570934,-0.149024,,unknown,unknown,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxfam-bookshop-kingston,Oxfam Bookshop (Kingston),,"Old London Road, KT2 6QF",,,,51.410625,-0.299013,,unknown,unknown,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxfam-bookshop-epsom,Oxfam Bookshop (Epsom),,"41 Upper High Street, KT17 4RA",,,,51.334568,-0.261247,,unknown,unknown,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxfam-bookshop-blackheath,Oxfam Bookshop (Blackheath),,"68 Tranquil Vale, SE3 0BN",,,,51.467121,0.00706,,unknown,unknown,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxfam-bookshop-muswell-hill,Oxfam Bookshop (Muswell Hill),,"378 Muswell Hill Broadway, N10 1DJ",,http://www.oxfam.org.uk/shop/local-shops/oxfam-bookshop-muswell-hill,0208 8835171,51.5915,-0.14255,https://www.flickr.com/photos/kake_pugh/9460759018/,unknown,unknown,true,true,August 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxfam-bookshop-greenwich,Oxfam Bookshop (Greenwich),,"2 College Approach, Greenwich, SE10 9HY",,http://www.oxfam.org.uk/shop/local-shops/oxfam-bookshop-greenwich,020 8305 1656,51.481775,-0.009744063,https://www.flickr.com/photos/kake_pugh/13143992413/,unknown,true,true,true,March 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pages-of-cheshire-street,Pages of Cheshire Street,"Sister shop to <a href=""pages-of-hackney.html"">Pages of Hackney</a>; this one stocks books by female, trans, and gender diverse authors.  The premises were previously occupied by a French and English bookshop called Caravanserail, which <a href=""https://twitter.com/_caravanserail_/status/1115657927958855680"">closed down</a> in April 2019 (see <a href=""http://spitalfieldslife.com/2018/03/22/at-caravanserail/"">Spitalfields Life article</a>).","5 Cheshire Street, Shoreditch, E2 6ED",,https://pagescheshirestreet.co.uk/,020 7059 0273,51.523541,-0.070959717,https://www.flickr.com/photos/kake_pugh/48451564466/,,,,true,August 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pages-of-fun-westminster,Pages of Fun,,"2 Victoria Arcade, SW1E 5ND",,,,51.496319,-0.143927,,unknown,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pages-of-hackney,Pages of Hackney,,"70 Lower Clapton Road, E5 0RN",,http://www.pagesofhackney.co.uk/,,51.55262,-0.052571,https://www.flickr.com/photos/55935853@N00/3991430102/,unknown,unknown,false,true,,,pagesofhackney,,,,,http://londonbooks.tumblr.com/post/113065432846/,http://www.tiredoflondontiredoflife.com/2010/10/buy-books-at-pages-of-hackney.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paperback-coffee-and-tea-ealing,Paperback Coffee And Tea,"Bookshop and coffee/tea shop, closed down by January 2019.","153 South Ealing Road, W5 4QP",,,,51.498555,-0.30575533,,,,,false,,,,,,,,http://londonbooks.tumblr.com/post/153168905950/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper-and-cup-bow,Paper & Cup (Bow),"Second branch of the coffee shop and book shop run by the <a href=""http://www.sct.org.uk/"">Spitalfields Crypt Trust</a>.  This one opened in early 2013.  The <a href=""http://londonbookshops.org/shops/paper-and-cup-shoreditch.html"">original branch</a> is in Shoreditch.","83 St Paul's Way, E3 4AJ",,http://www.paperandcup.co.uk/,,51.518015,-0.026976,https://www.flickr.com/photos/kake_pugh/31334166375/,unknown,unknown,unknown,true,November 2016,,PaperAndCup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper-and-cup-shoreditch,Paper & Cup (Shoreditch),"Coffee shop and book shop run by the <a href=""http://www.sct.org.uk/"">Spitalfields Crypt Trust</a>.  There's also <a href=""http://londonbookshops.org/shops/paper-and-cup-bow.html"">another branch</a> in Bow.","18 Calvert Avenue, E2 7JP",,http://www.paperandcup.co.uk/,,51.526171,-0.0763295,,unknown,unknown,unknown,true,July 2016,,PaperAndCup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pathfinder-books,Pathfinder Books,"Now closed.  Despite the address, the entrance was on Brick Lane.  This was a volunteer-run bookshop with no set opening hours.","First Floor, 120 Bethnal Green Road, E2 6DG",,,,51.52483,-0.071588,https://www.flickr.com/photos/kake_pugh/5606612947/,unknown,unknown,false,false,October 2012,"https://london.randomness.org.uk/wiki.cgi?Pathfinder_Books,_E2_6DG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
persephone-bookshop-bloomsbury,Persephone Bookshop (Bloomsbury),,"59 Lamb's Conduit Street, WC1N 3NB",,http://www.persephonebooks.co.uk/,,51.521938,-0.11876,https://www.flickr.com/photos/kake_pugh/2849499717/,unknown,unknown,false,true,December 2012,,,,,http://londonist.com/2009/02/persephone.php,,http://londonbooks.tumblr.com/post/125692283744/,,,http://web.archive.org/web/20120807093546/http://kimbofo.typepad.com/readingmatters/2007/07/bookish-treats.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
persephone-bookshop-kensington,Persephone Bookshop (Kensington),,"109 Kensington Church Street, W8 7LN",,http://www.persephonebooks.co.uk/,,51.506607,-0.194771,,unknown,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://foodiefoodie.wordpress.com/2008/08/25/good-things-in-england/,,,,,,,,,,,
peter-ellis-cecil-court,Peter Ellis,"Modern first editions and general antiquarian stock.  Located on <a href=""http://cecilcourt.co.uk/"">Cecil Court</a>, a small lane running between Charing Cross Road and St Martin's Lane with several other specialist/rare/antiquarian bookshops.","18 Cecil Court, Covent Garden, WC2N 4HE",,http://www.peterellisbooks.com/,020 7836 8880,51.510744,-0.127945,https://www.flickr.com/photos/kake_pugh/30004558214/,unknown,true,false,true,October 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peter-harrington-chelsea,Peter Harrington (Chelsea),"Rare and antiquarian books, first editions, etc.  Also has <a href=""peter-harrington-mayfair.html"">a branch in Mayfair</a>.","100 Fulham Road, Chelsea, SW3 6HS",,http://www.peterharrington.co.uk/,,51.489669,-0.17529,,unknown,true,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peter-harrington-mayfair,Peter Harrington (Mayfair),"Rare and antiquarian books, first editions, etc.  Also has <a href=""peter-harrington-chelsea.html"">a branch in Chelsea</a>.","43 Dover Street, Mayfair, W1S 4FF",,http://www.peterharrington.co.uk/,,51.50802,-0.14189114,,unknown,true,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phlox-books-leyton,Phlox Books,Opened in May 2017.,"159 Francis Road, Leyton, E10 6NT",,http://phloxbooks.com/,,51.563806,-0.0056335777,,,,,true,May 2017,,PhloxBooks,,https://www.leytonstoner.london/2017/05/11/everything-need-know-phlox-books-francis-road/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
photo-books-international,Photo Books International,,"99 Judd Street, WC1H 9NE",,http://www.pbi-books.com/,,51.527557,-0.125034,https://www.flickr.com/photos/kake_pugh/4620238904/,unknown,unknown,false,true,December 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pickled-pepper-books-crouch-end,Pickled Pepper Books,Children's bookshop.,"10 Middle Lane, Crouch End, N8 8PL",,https://pickledpepperbooks.co.uk/,020 3632 0823,51.58093,-0.12354349,,,,,true,,,PickledBooks,,,,,http://londonbooks.tumblr.com/post/150917035386/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitshanger-bookshop-ealing,Pitshanger Bookshop,,"141 Pitshanger Lane, W5 1RH",,http://www.pitshangerbooks.co.uk/,,51.525742,-0.31472,,unknown,unknown,false,true,,,,,,,,http://londonbooks.tumblr.com/post/149923062096/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pleasures-of-past-times-cecil-court,Pleasures Of Past Times,"Books relating to the performing arts, including magic/conjuring.  Located on <a href=""http://cecilcourt.co.uk/"">Cecil Court</a>, a small lane running between Charing Cross Road and St Martin's Lane with several other specialist/rare/antiquarian bookshops.","11 Cecil Court, Covent Garden, WC2N 4EZ",,,020 7836 1142,51.510701,-0.127602,https://www.flickr.com/photos/kake_pugh/30004561204/,unknown,true,false,true,October 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
primrose-hill-books,Primrose Hill Books,,"134 Regent's Park Road, NW1 8XL",,http://www.primrosehillbooks.com/,,51.540691,-0.157263,https://flickr.com/photos/kake_pugh/2870489170/,true,true,false,true,October 2012,https://london.randomness.org.uk/wiki.cgi?Primrose_Hill_Books,PHBookshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quaker-centre-bookshop-euston,Quaker Centre Bookshop,Books relating to the goals and values of the Quaker movement.,"Friends House, 173 Euston Road, NW1 2BJ",,http://www.friendshouse.co.uk/,,51.526615,-0.13223746,,true,unknown,false,true,November 2015,"https://london.randomness.org.uk/wiki.cgi?Quaker_Cafe,_NW1_2BJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens-park-books,Queens Park Books,,"87 Salusbury Road, NW6 6NH",,http://queensparkbooks.co.uk/,,51.535824,-0.205318,https://www.flickr.com/photos/kake_pugh/9377409826/,true,unknown,false,true,July 2013,,QPBooks,,,,,http://londonbooks.tumblr.com/post/118052636641/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quinto-charing-cross-road,Quinto,"It used to be at 48A Charing Cross Road (<a href=""http://www.flickr.com/photos/kake_pugh/2391466584/"">photo</a>), but moved to number 72 on 23 March 2010.  The building also houses a branch of <a href=""http://www.francisedwards.co.uk/"">Francis Edwards</a>.","72 Charing Cross Road, WC2H 0BB",,http://quintobookshop.co.uk/,,51.512608,-0.128671,,unknown,unknown,false,true,,,QuintoBookshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r-a-gekoski,R A Gekoski,Rare books and manuscripts.,"15a Bloomsbury Square, WC1A 2LP",,http://www.gekoski.com/,,51.518623,-0.123403,,unknown,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-cross-palmers-green,Red Cross Bookshop,,"385 Green Lanes, Palmers Green, N13 4JG",,http://www.redcross.org.uk/Where-we-work/In-the-UK/Southern-England/London/LocalServices/Shop?dpid=e7206e66-fd85-4f3c-93ff-431174225402,,51.619625,-0.10709,,unknown,true,true,true,,,,,,,,,,,,,,,,,,,,,,http://www.yelp.co.uk/biz/british-red-cross-bookshop-london,,,,,,,,,,,,,,,,,,,,,,,,,,,,
regency-bookshop,Regency Bookshop,Good selection of children's books.,"45 Victoria Road, KT6 4JL",,,020 8399 2188,51.391468,-0.308819,https://www.flickr.com/photos/kake_pugh/36191054611/,true,unknown,false,true,July 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
review-books-peckham,Review Books,,"131 Bellenden Road, SE15 4QY",,http://www.reviewbookshop.co.uk/,,51.467964,-0.072248,https://flickr.com/photos/55935853@N00/2879797042/,unknown,unknown,false,true,,,reviewbookshop,,,http://londonist.com/2009/05/biblio-text_review_bookshop.php,,,http://www.tiredoflondontiredoflife.com/2013/10/shop-at-review-bookshop.html,,,,,,,,,,,,http://peckhampeculiar.tumblr.com/post/103539594184/buy-the-book-part-2-review-bookshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ripley-and-lambert-dalston,Ripley & Lambert,Specialist film bookshop and cafe.,"542 Kingsland Road, Dalston, E8 4AH",,https://www.ripleyandlambert.com/,,51.54476,-0.075832352,,,,,true,,,RipAndLamb,,,,,,,,,,,,,,,,,https://www.hackneycitizen.co.uk/2019/10/14/ripley-and-lambert-dalston-cafe-film/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ripping-yarn,Ripping Yarns,"Secondhand bookshop specialising in collectable children's and illustrated books.  It closed down on 20 September 2015 due to an unexpected rent increase, but will continue to operate online.","355 Archway Road, N6 4EJ",,http://www.rippingyarns.co.uk/,,51.577885,-0.148144,https://www.flickr.com/photos/bagelmouse/4700001855/,false,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riverside-bookshop,Riverside Bookshop,"Independent bookshop near London Bridge Station.  Previously in Hay's Galleria (<a href=""http://flickr.com/photos/kake_pugh/2474855655/"">photo</a>), it <a href=""http://www.london-se1.co.uk/news/view/8039"">moved to Tooley Street</a> around the start of 2015.","Unit 15, Hay's Galleria, 57 Tooley Street, SE1 2QN",,https://theriversideway.wordpress.com/theriversidebookshop/,020 7378 1824,51.505063,-0.083914787,https://www.flickr.com/photos/kake_pugh/46826022935/,true,false,false,true,April 2019,"https://london.randomness.org.uk/wiki.cgi?Riverside_Bookshop,_SE1_2QN",,,,,,,,,,https://theriversideway.wordpress.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robert-frew-south-kensington,Robert Frew Ltd,"Antiquarian books, maps, and prints.","8 Thurloe Place, South Kensington, SW7 2RX",,http://www.robertfrew.com/,020 7590 6650,51.496245,-0.16992827,,false,true,false,true,,,,,,,,http://londonbooks.tumblr.com/post/132325590776/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round-table-books-brixton,Round Table Books,"Children's bookshop dedicated to inclusive representation.  It <a href=""https://twitter.com/_KnightsOf/status/1123839744092311552"">opened in May 2019</a>.","97 Granville Arcade, Brixton Village, SW9 8SP",,http://www.roundtablebooks.co.uk/,,51.462203,-0.11149903,https://www.flickr.com/photos/kake_pugh/47936171097/,true,false,false,true,May 2019,"https://london.randomness.org.uk/wiki.cgi?Round_Table_Books,_SW9_8SP",BooksRound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rye-books-east-dulwich,Rye Books,Previously at 45 Upland Road.,"47 North Cross Road, East Dulwich, SE22 9ET",,,,51.4576,-0.073630258,,true,true,false,true,,,,,,,,http://londonbooks.tumblr.com/post/172953494441/,,,,,,,,,,,,,http://peckhampeculiar.tumblr.com/post/103794485889/buy-the-book-part-3-rye-books,,,,,,,,,,,,,,,,,,,http://web.archive.org/web/20120609043749/http://southeastcentral.co.uk/threads/rye-books-new-bookstore-at-45-upland-road-east-dulwich-se22-9ef.1491/,,,,,,,,,,
school-of-life-bloomsbury,School Of Life,,"70 Marchmont Street, WC1N 1AB.",,http://www.theschooloflife.com/,,51.525539,-0.125248,https://www.flickr.com/photos/rjw1/8269889752/,unknown,unknown,false,true,December 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
second-shelf-soho,Second Shelf,"Focuses on rare books, first editions, and manuscripts by women.","14 Smith's Court, Soho, W1D 7DQ",,https://thesecondshelf.com/,,51.511545,-0.13497774,,unknown,true,,true,,,SecondShelfBks,,,,,,,,,,,,,,https://www.bluestockingbooks.co.uk/single-post/2019/04/05/Secret-2-The-new-kid-on-the-block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shalimar-kennington,Shalimar,"Bookshop and distributor specialising in African, South Asian, and Caribbean books, including children's books.","38 Kennington Lane, SE11 4LS",,http://www.indianbooksuk.com/,,51.491043,-0.10506937,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kenningtonrunoff.com/shalimar/,,,,,,,,,
sheen-bookshop,Sheen Bookshop,"Run by the same people as the <a href=""http://londonbookshops.org/shops/barnes-bookshop.html"">Barnes Bookshop</a> and the <a href=""http://londonbookshops.org/shops/kew-bookshop.html"">Kew Bookshop</a>.","375 Upper Richmond Road West, SW14 7NX",,,,51.46447,-0.26731525,,unknown,unknown,false,true,July 2013,,SheenBookshop,,,,,http://londonbooks.tumblr.com/post/137942973577/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shepherds-victoria,Shepherds (Victoria),Specialises in fine bindings.,"76 Rochester Row, SW1P 1JU",,http://www.bookbinding.co.uk/Shepherds%20contacts.htm,,51.494105,-0.13695051,,unknown,true,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship-of-adventures-dalston,Ship of Adventures,"Bookshop, gift shop, cafe, and events space run by The Hackney Pirates youth learning charity.","138 Kingsland High Street, Dalston, E8 2NS",,http://www.hackneypirates.org/,,51.550285,-0.075002208,https://www.flickr.com/photos/kake_pugh/28804008272/,,,,true,August 2016,,ShipOAdventures,,,,,http://londonbooks.tumblr.com/post/145094918241/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skoob-bloomsbury,Skoob,,"66 The Brunswick Centre, Marchmont Street, WC1N 1AE",,http://www.skoob.com/,,51.524128,-0.123903,https://www.flickr.com/photos/rjw1/8269893404/,unknown,unknown,false,true,December 2012,,,,,,,http://londonbooks.tumblr.com/post/110187297861/skoob-books-wc1n-id-heard-good-things-but-i-was,http://www.tiredoflondontiredoflife.com/2011/06/buy-books-at-skoob.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sims-reed,Sims Reed,,"43a Duke Street, SW1Y 6DD",,http://books.simsreed.com/,,51.507106,-0.1376448,https://www.flickr.com/photos/rjw1/14226889399/,unknown,unknown,false,true,June 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soas-bookshop,SOAS Bookshop,"The bookshop of the School of Oriental and African Studies in Bloomsbury (though it's open to the public), run by Arthur Probsthain Oriental and African Bookshop.","Thornhaugh Street, WC1H 0XG",,http://www.soas.ac.uk/visitors/bookshop/,,51.522377,-0.129304,https://www.flickr.com/photos/kake_pugh/4684461261/,unknown,unknown,false,true,November 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
society-club,The Society Club,"<a href=""http://westendextra.com/article/chapter-closes-on-the-society-club-in-soho"">Closed down in mid-2017</a>; was a bookshop, gallery, teashop, and bar.","12 Ingestre Place, W1F 0JF",,,,51.513108,-0.13563757,https://www.flickr.com/photos/kake_pugh/26265698930/,unknown,true,false,false,April 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://howtospendit.ft.com/personal-luxuries/6785-the-society-club,http://web.archive.org/web/20160927192137/http://thefoodiebugle.com/article/eating-out/the-society-club,http://web.archive.org/web/20170415141203/http://www.lauraashley.com/blog/uncategorized/the-society-club/,http://web.archive.org/web/20131125163524/http://thepandorian.com:80/2012/09/the-society-club/,,,,,
soho-original-books-charing-cross-road,Soho Original Books,"Closed down by March 2017, according to Google Street View.","121 Charing Cross Road, Soho, WC2H 0EW",,,,51.514917,-0.13001834,https://www.flickr.com/photos/kake_pugh/16536674297/,unknown,unknown,false,false,March 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sohos-original-bookshop-liverpool-street,Soho's Original Bookshop,,"124 Middlesex Street, E1 7HY",,,,51.518185,-0.079136,https://www.flickr.com/photos/kake_pugh/3750386544/,unknown,unknown,false,true,July 2009,,,,,,,,,,,,,,,,,,,,,http://www.yelp.co.uk/biz/soho-original-bookshop-london,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sokol-books-chelsea,Sokol Books,English and European rare books.,"239a Fulham Road, Chelsea, SW3 6HY",,http://sokol.co.uk/,020 7351 5119,51.489425,-0.17531146,,unknown,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sophie-schneideman-rare-books,Sophie Schneideman Rare Books,,"331 Portobello Road, W10 5SA",,http://www.ssrbooks.com/,,51.521423,-0.210494,,unknown,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sotherans-sackville-street,Sotheran's of Sackville Street,Antiquarian and modern first editions.,"2 Sackville Street, Mayfair, W1S 3DP",,https://www.sotherans.co.uk/,,51.509156,-0.137795,,unknown,true,false,true,,,,,,,,http://londonbooks.tumblr.com/post/142564061411/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south-kensington-books,South Kensington Books,Previously Bookthrift.,"22 Thurloe Street, SW7 2LT",,http://www.kensingtonbooks.co.uk/,020 7589 2916,51.494305,-0.173829,https://www.flickr.com/photos/kake_pugh/26919562202/,unknown,unknown,false,true,May 2016,,,,,,,http://londonbooks.tumblr.com/post/101948475126/south-kensington-books-sw7-righteous-emporium-of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
